query_text	PMid	pmcrefcount	title	source	pubdate
embryonal rhabdomyosarcoma AND expression AND PIDD1[Gene]	NA	NA	NA	NA	NA
embryonal rhabdomyosarcoma AND expression AND PIGU[Gene]	NA	NA	NA	NA	NA
embryonal rhabdomyosarcoma AND expression AND PITX3[Gene]	NA	NA	NA	NA	NA
embryonal rhabdomyosarcoma AND expression AND POPDC3[Gene]	NA	NA	NA	NA	NA
embryonal rhabdomyosarcoma AND expression AND PPM1F[Gene]	NA	NA	NA	NA	NA
embryonal rhabdomyosarcoma AND expression AND PPP1R14B[Gene]	NA	NA	NA	NA	NA
embryonal rhabdomyosarcoma AND expression AND PRR5[Gene]	NA	NA	NA	NA	NA
embryonal rhabdomyosarcoma AND expression AND PRSS12[Gene]	NA	NA	NA	NA	NA
embryonal rhabdomyosarcoma AND expression AND PSPC1[Gene]	NA	NA	NA	NA	NA
embryonal rhabdomyosarcoma AND expression AND PTDSS2[Gene]	NA	NA	NA	NA	NA
embryonal rhabdomyosarcoma AND expression AND RAPSN[Gene]	NA	NA	NA	NA	NA
embryonal rhabdomyosarcoma AND expression AND RBM24[Gene]	NA	NA	NA	NA	NA
embryonal rhabdomyosarcoma AND expression AND RCOR2[Gene]	NA	NA	NA	NA	NA
embryonal rhabdomyosarcoma AND expression AND REXO1[Gene]	NA	NA	NA	NA	NA
embryonal rhabdomyosarcoma AND expression AND RGMB[Gene]	NA	NA	NA	NA	NA
embryonal rhabdomyosarcoma AND expression AND RNA5SP216[Gene]	NA	NA	NA	NA	NA
embryonal rhabdomyosarcoma AND expression AND RP1-302G2.5[Gene]	NA	NA	NA	NA	NA
embryonal rhabdomyosarcoma AND expression AND RP11-161M6.2[Gene]	NA	NA	NA	NA	NA
embryonal rhabdomyosarcoma AND expression AND RP11-260A9.6[Gene]	NA	NA	NA	NA	NA
embryonal rhabdomyosarcoma AND expression AND RP11-343H5.4[Gene]	NA	NA	NA	NA	NA
embryonal rhabdomyosarcoma AND expression AND RP11-386I14.4[Gene]	NA	NA	NA	NA	NA
embryonal rhabdomyosarcoma AND expression AND RP11-488C13.5[Gene]	NA	NA	NA	NA	NA
embryonal rhabdomyosarcoma AND expression AND RP11-658F2.8[Gene]	NA	NA	NA	NA	NA
embryonal rhabdomyosarcoma AND expression AND RP11-680F20.12[Gene]	NA	NA	NA	NA	NA
embryonal rhabdomyosarcoma AND expression AND RP11-732A19.5[Gene]	NA	NA	NA	NA	NA
embryonal rhabdomyosarcoma AND expression AND RP4-669L17.8[Gene]	NA	NA	NA	NA	NA
embryonal rhabdomyosarcoma AND expression AND RP4-765C7.2[Gene]	NA	NA	NA	NA	NA
embryonal rhabdomyosarcoma AND expression AND RSAD1[Gene]	NA	NA	NA	NA	NA
embryonal rhabdomyosarcoma AND expression AND RTN2[Gene]	NA	NA	NA	NA	NA
embryonal rhabdomyosarcoma AND expression AND RYR1[Gene]	NA	NA	NA	NA	NA
embryonal rhabdomyosarcoma AND expression AND SARS2[Gene]	NA	NA	NA	NA	NA
embryonal rhabdomyosarcoma AND expression AND SCX[Gene]	NA	NA	NA	NA	NA
embryonal rhabdomyosarcoma AND expression AND SEMA6B[Gene]	NA	NA	NA	NA	NA
embryonal rhabdomyosarcoma AND expression AND SGCA[Gene]	1	20	Mice lacking dystrophin or alpha sarcoglycan spontaneously develop embryonal rhabdomyosarcoma with cancer-associated p53 mutations and alternatively spliced or mutant Mdm2 transcripts.	Am J Pathol	2010 Jan
embryonal rhabdomyosarcoma AND expression AND SHD[Gene]	NA	NA	NA	NA	NA
embryonal rhabdomyosarcoma AND expression AND SHISA2[Gene]	NA	NA	NA	NA	NA
embryonal rhabdomyosarcoma AND expression AND SIX2[Gene]	NA	NA	NA	NA	NA
embryonal rhabdomyosarcoma AND expression AND SKP2[Gene]	NA	NA	NA	NA	NA
embryonal rhabdomyosarcoma AND expression AND SLC35B1[Gene]	NA	NA	NA	NA	NA
embryonal rhabdomyosarcoma AND expression AND SNORA71[Gene]	NA	NA	NA	NA	NA
embryonal rhabdomyosarcoma AND expression AND SNRPEP4[Gene]	NA	NA	NA	NA	NA
embryonal rhabdomyosarcoma AND expression AND SNRPGP10[Gene]	NA	NA	NA	NA	NA
embryonal rhabdomyosarcoma AND expression AND SOX8[Gene]	NA	NA	NA	NA	NA
embryonal rhabdomyosarcoma AND expression AND SPACA6P[Gene]	NA	NA	NA	NA	NA
embryonal rhabdomyosarcoma AND expression AND SPRY2[Gene]	1	2	SPRY2 is a novel MET interactor that regulates metastatic potential and differentiation in rhabdomyosarcoma.	Cell Death Dis	2018 Feb 14
embryonal rhabdomyosarcoma AND expression AND SPRY4[Gene]	NA	NA	NA	NA	NA
embryonal rhabdomyosarcoma AND expression AND SPSB4[Gene]	NA	NA	NA	NA	NA
embryonal rhabdomyosarcoma AND expression AND SSBP4[Gene]	NA	NA	NA	NA	NA
embryonal rhabdomyosarcoma AND expression AND STAC3[Gene]	NA	NA	NA	NA	NA
embryonal rhabdomyosarcoma AND expression AND SUGP2[Gene]	NA	NA	NA	NA	NA
embryonal rhabdomyosarcoma AND expression AND SUV420H2[Gene]	NA	NA	NA	NA	NA
embryonal rhabdomyosarcoma AND expression AND TCEAL7[Gene]	NA	NA	NA	NA	NA
embryonal rhabdomyosarcoma AND expression AND TCERG1[Gene]	NA	NA	NA	NA	NA
embryonal rhabdomyosarcoma AND expression AND THBS4[Gene]	NA	NA	NA	NA	NA
embryonal rhabdomyosarcoma AND expression AND TMEM259[Gene]	NA	NA	NA	NA	NA
embryonal rhabdomyosarcoma AND expression AND TMEM88[Gene]	NA	NA	NA	NA	NA
embryonal rhabdomyosarcoma AND expression AND TNMD[Gene]	NA	NA	NA	NA	NA
embryonal rhabdomyosarcoma AND expression AND TNNC1[Gene]	NA	NA	NA	NA	NA
embryonal rhabdomyosarcoma AND expression AND TNNC2[Gene]	NA	NA	NA	NA	NA
embryonal rhabdomyosarcoma AND expression AND TNNI1[Gene]	NA	NA	NA	NA	NA
embryonal rhabdomyosarcoma AND expression AND TNNI2[Gene]	NA	NA	NA	NA	NA
embryonal rhabdomyosarcoma AND expression AND TNNT2[Gene]	NA	NA	NA	NA	NA
embryonal rhabdomyosarcoma AND expression AND TNNT3[Gene]	NA	NA	NA	NA	NA
embryonal rhabdomyosarcoma AND expression AND TRIL[Gene]	NA	NA	NA	NA	NA
embryonal rhabdomyosarcoma AND expression AND UBTD2[Gene]	NA	NA	NA	NA	NA
embryonal rhabdomyosarcoma AND expression AND VGLL2[Gene]	1	3	Molecular diagnostics in the management of rhabdomyosarcoma.	Expert Rev Mol Diagn	2017 Feb
embryonal rhabdomyosarcoma AND expression AND VMO1[Gene]	NA	NA	NA	NA	NA
embryonal rhabdomyosarcoma AND expression AND XAB2[Gene]	NA	NA	NA	NA	NA
embryonal rhabdomyosarcoma AND expression AND ZNF579[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND AC006262.5[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND AC066694.1[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND ADORA3[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND AGK[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND ALOX15[Gene]	1	19	Silencing IL-13Rα2 promotes glioblastoma cell death via endogenous signaling.	Mol Cancer Ther	2011 Jul
glioma (astrocytoma) AND expression AND AP1S2[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND AP5Z1[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND ATP1A3[Gene]	1	15	Quantitative proteomic Isotope-Coded Protein Label (ICPL) analysis reveals alteration of several functional processes in the glioblastoma.	J Proteomics	2012 Jul 16
glioma (astrocytoma) AND expression AND ATP5F1[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND ATP5J2[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND ATP6V0B[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND ATP6V0D1[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND ATP6V1E1[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND ATP6V1F[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND BHMT2[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND C8orf22[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND CA14[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND CAPN3[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND CCDC28B[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND CCDC51[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND CD163[Gene]	28073370	8	Expression site of P2RY12 in residential microglial cells in astrocytomas correlates with M1 and M2 marker expression and tumor grade.	Acta Neuropathol Commun	2017 Jan 10
glioma (astrocytoma) AND expression AND CD163[Gene]	26769142	7	Telomere profiles and tumor-associated macrophages with different immune signatures affect prognosis in glioblastoma.	Mod Pathol	2016 Mar
glioma (astrocytoma) AND expression AND CD163[Gene]	23828240	52	Increase in tumor-associated macrophages after antiangiogenic therapy is associated with poor survival among patients with recurrent glioblastoma.	Neuro Oncol	2013 Aug
glioma (astrocytoma) AND expression AND CD163[Gene]	27101800	5	A reappraisal of macrophage polarization in glioblastoma: Histopathological and immunohistochemical findings and review of the literature.	Pathol Res Pract	2016 Jun
glioma (astrocytoma) AND expression AND CD163[Gene]	23741072	45	Glioma grade is associated with the accumulation and activity of cells bearing M2 monocyte markers.	Clin Cancer Res	2013 Jul 15
glioma (astrocytoma) AND expression AND CD163[Gene]	28283801	4	Serum amyloid A1 is upregulated in human glioblastoma.	J Neurooncol	2017 May
glioma (astrocytoma) AND expression AND CD163[Gene]	22098621	4	Phagocytic properties in tumor astrocytes.	Neuropathology	2012 Jun
glioma (astrocytoma) AND expression AND CD163[Gene]	30467920	2	Persistent restoration to the immunosupportive tumor microenvironment in glioblastoma by bevacizumab.	Cancer Sci	2019 Feb
glioma (astrocytoma) AND expression AND CD163[Gene]	23331472	2	Characterization of microglia/macrophages in gliomas developed in S-100β-v-erbB transgenic rats.	Neuropathology	2013 Oct
glioma (astrocytoma) AND expression AND CD163[Gene]	26180083	19	Serum exosomes and cytokines promote a T-helper cell type 2 environment in the peripheral blood of glioblastoma patients.	Neuro Oncol	2016 Feb
glioma (astrocytoma) AND expression AND CD163[Gene]	28569747	17	Tumour-associated macrophages secrete pleiotrophin to promote PTPRZ1 signalling in glioblastoma stem cells for tumour growth.	Nat Commun	2017 Jun 1
glioma (astrocytoma) AND expression AND CD163[Gene]	28259657	14	Expression of iNOS, CD163 and ARG-1 taken as M1 and M2 markers of microglial polarization in human glioblastoma and the surrounding normal parenchyma.	Neurosci Lett	2017 Apr 3
glioma (astrocytoma) AND expression AND CD163[Gene]	24859792	14	Chemokine expression profile of freshly isolated human glioblastoma-associated macrophages/microglia.	Oncol Rep	2014 Jul
glioma (astrocytoma) AND expression AND CD163[Gene]	28612394	10	Tumor associated CD70 expression is involved in promoting tumor migration and macrophage infiltration in GBM.	Int J Cancer	2017 Oct 1
glioma (astrocytoma) AND expression AND CD163[Gene]	29302887	1	Analysis of immunobiologic markers in primary and recurrent glioblastoma.	J Neurooncol	2018 Apr
glioma (astrocytoma) AND expression AND CD163[Gene]	28789475	1	Expression of CD70 (CD27L) Is Associated With Epithelioid and Sarcomatous Features in IDH-Wild-Type Glioblastoma.	J Neuropathol Exp Neurol	2017 Aug 1
glioma (astrocytoma) AND expression AND CD163[Gene]	27584058	1	Methionine enkephalin regulates microglia polarization and function.	Int Immunopharmacol	2016 Nov
glioma (astrocytoma) AND expression AND CD163[Gene]	30258108		CD163, a novel therapeutic target, regulates the proliferation and stemness of glioma cells via casein kinase 2.	Oncogene	2019 Feb
glioma (astrocytoma) AND expression AND CD163[Gene]	30222900		Granular cell astrocytoma: an aggressive IDH-wildtype diffuse glioma with molecular genetic features of primary glioblastoma.	Brain Pathol	2019 Mar
glioma (astrocytoma) AND expression AND CD163[Gene]	30165233		Difference in Immunosuppressive Cells Between Peritumoral Area and Tumor Core in Glioblastoma.	World Neurosurg	2018 Dec
glioma (astrocytoma) AND expression AND CHCHD3[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND CNIH3[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND COA1[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND COLGALT2[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND COPRS[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND COQ10A[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND CRYGS[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND CTNS[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND DDIT3[Gene]	16616335	84	The stress-regulated protein p8 mediates cannabinoid-induced apoptosis of tumor cells.	Cancer Cell	2006 Apr
glioma (astrocytoma) AND expression AND DDIT3[Gene]	19724676	8	Killing of cancer cells by the photoactivatable protein kinase C inhibitor, calphostin C, involves induction of endoplasmic reticulum stress.	Neoplasia	2009 Sep
glioma (astrocytoma) AND expression AND DDIT3[Gene]	27852055	6	Isochaihulactone-induced DDIT3 causes ER stress-PERK independent apoptosis in glioblastoma multiforme cells.	Oncotarget	2017 Jan 17
glioma (astrocytoma) AND expression AND DDIT3[Gene]	27468826	6	Molecular and cellular effects of a novel hydroxamate-based HDAC inhibitor - belinostat - in glioblastoma cell lines: a preliminary report.	Invest New Drugs	2016 Oct
glioma (astrocytoma) AND expression AND DDIT3[Gene]	26781422	5	Benzyl isothiocyanate alters the gene expression with cell cycle regulation and cell death in human brain glioblastoma GBM 8401 cells.	Oncol Rep	2016 Apr
glioma (astrocytoma) AND expression AND DDIT3[Gene]	25982477	5	Down-regulation of 14-3-3β exerts anti-cancer effects through inducing ER stress in human glioma U87 cells: Involvement of CHOP-Wnt pathway.	Biochem Biophys Res Commun	2015 Jul 10
glioma (astrocytoma) AND expression AND DDIT3[Gene]	25434381	27	Chloroquine enhances temozolomide cytotoxicity in malignant gliomas by blocking autophagy.	Neurosurg Focus	2014 Dec
glioma (astrocytoma) AND expression AND DDIT3[Gene]	19549908	23	A ruthenium-containing organometallic compound reduces tumor growth through induction of the endoplasmic reticulum stress gene CHOP.	Cancer Res	2009 Jul 1
glioma (astrocytoma) AND expression AND DDIT3[Gene]	21697087	22	Modulation of CCAAT/enhancer binding protein homologous protein (CHOP)-dependent DR5 expression by nelfinavir sensitizes glioblastoma multiforme cells to tumor necrosis factor-related apoptosis-inducing ligand (TRAIL).	J Biol Chem	2011 Aug 19
glioma (astrocytoma) AND expression AND DDIT3[Gene]	18407735	2	Translational research in glioblastoma multiforme: molecular criteria for patient selection.	Future Oncol	2008 Apr
glioma (astrocytoma) AND expression AND DDIT3[Gene]	25531448	14	PARP inhibition restores extrinsic apoptotic sensitivity in glioblastoma.	PLoS One	2014
glioma (astrocytoma) AND expression AND DDIT3[Gene]	21827581	10	Downregulation of GRIM-19 promotes growth and migration of human glioma cells.	Cancer Sci	2011 Nov
glioma (astrocytoma) AND expression AND DDIT3[Gene]	30359578	1	C-27-carboxylated oleanane triterpenoids up-regulate TRAIL DISC assembly via p38 MAPK and CHOP-mediated DR5 expression in human glioblastoma cells.	Biochem Pharmacol	2018 Dec
glioma (astrocytoma) AND expression AND DDIT3[Gene]	29695906	1	Silica nanoparticle-induced oxidative stress and mitochondrial damage is followed by activation of intrinsic apoptosis pathway in glioblastoma cells.	Int J Nanomedicine	2018
glioma (astrocytoma) AND expression AND DDIT3[Gene]	29749548		Tumour cell dormancy as a contributor to the reduced survival of GBM patients who received standard therapy.	Oncol Rep	2018 Jul
glioma (astrocytoma) AND expression AND DDIT3[Gene]	27665771		The sarin-like organophosphorus agent bis(isopropyl methyl)phosphonate induces ER stress in human astrocytoma cells.	J Toxicol Sci	2016
glioma (astrocytoma) AND expression AND DDIT3[Gene]	21461920		Guggulipid and nimesulide differentially regulated inflammatory genes mRNA expressions via inhibition of NF-kB and CHOP activation in LPS-stimulated rat astrocytoma cells, C6.	Cell Mol Neurobiol	2011 Jul
glioma (astrocytoma) AND expression AND DDIT3[Gene]	21109939		HARPΔ111-136 enhances radiation-induced apoptosis of U87MG glioblastoma by induction of the proapoptotic protein CHOP.	Int J Oncol	2011 Jan
glioma (astrocytoma) AND expression AND DENND1A[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND DENND2A[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND DHDDS[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND DLD[Gene]	12193050	7	Three vasoactive peptides, endothelin-1, adrenomedullin and urotensin-II, in human tumour cell lines of different origin: expression and effects on proliferation.	Clin Sci (Lond)	2002 Aug
glioma (astrocytoma) AND expression AND DLD[Gene]	15491978	11	Protein kinase C activation promotes the internalization of the human cationic amino acid transporter hCAT-1. A new regulatory mechanism for hCAT-1 activity.	J Biol Chem	2004 Dec 24
glioma (astrocytoma) AND expression AND DOK5[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND EGFL6[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND FAM45A[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND GDF11[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND GNS[Gene]	23512659	62	Widespread resetting of DNA methylation in glioblastoma-initiating cells suppresses malignant cellular behavior in a lineage-dependent manner.	Genes Dev	2013 Mar 15
glioma (astrocytoma) AND expression AND GNS[Gene]	27870168	4	Proteome and Secretome Characterization of Glioblastoma-Derived Neural Stem Cells.	Stem Cells	2017 Apr
glioma (astrocytoma) AND expression AND GNS[Gene]	21992793	37	Targeting radiation-induced G(2) checkpoint activation with the Wee-1 inhibitor MK-1775 in glioblastoma cell lines.	Mol Cancer Ther	2011 Dec
glioma (astrocytoma) AND expression AND GNS[Gene]	27300435	35	Inhibition of Dopamine Receptor D4 Impedes Autophagic Flux, Proliferation, and Survival of Glioblastoma Stem Cells.	Cancer Cell	2016 Jun 13
glioma (astrocytoma) AND expression AND GNS[Gene]	18088600	29	S1P(2) receptors mediate inhibition of glioma cell migration through Rho signaling pathways independent of PTEN.	Biochem Biophys Res Commun	2008 Feb 22
glioma (astrocytoma) AND expression AND GPR143[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND GPR162[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND GPR34[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND GSTM5[Gene]	1	65	DNA methylation in glioblastoma: impact on gene expression and clinical outcome.	BMC Genomics	2010 Dec 14
glioma (astrocytoma) AND expression AND IBSP[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND IFITM10[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND IFRD1[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND IL13RA2[Gene]	17960622	55	Maternal embryonic leucine zipper kinase transcript abundance correlates with malignancy grade in human astrocytomas.	Int J Cancer	2008 Feb 15
glioma (astrocytoma) AND expression AND IL13RA2[Gene]	29168083	4	Analysis of the cancer genome atlas (TCGA) database identifies an inverse relationship between interleukin-13 receptor α1 and α2 gene expression and poor prognosis and drug resistance in subjects with glioblastoma multiforme.	J Neurooncol	2018 Feb
glioma (astrocytoma) AND expression AND IL13RA2[Gene]	28562337	4	IL13RA2 targeted alpha particle therapy against glioblastomas.	Oncotarget	2017 Jun 27
glioma (astrocytoma) AND expression AND IQSEC2[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND KLHL7[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND LAMTOR5[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND LARP4[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND LONP1[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND LRRC39[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND LSM10[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND LYVE1[Gene]	1	19	Expression and localization of VEGF-C and VEGFR-3 in glioblastomas and haemangioblastomas.	J Pathol	2006 May
glioma (astrocytoma) AND expression AND MALSU1[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND MT3[Gene]	26493598	8	High metallothionein predicts poor survival in glioblastoma multiforme.	BMC Med Genomics	2015 Oct 22
glioma (astrocytoma) AND expression AND MT3[Gene]	22555517	6	Arsenic trioxide (ATO) influences the gene expression of metallothioneins in human glioblastoma cells.	Biol Trace Elem Res	2012 Dec
glioma (astrocytoma) AND expression AND MT3[Gene]	18400046	53	Anti-O6-methylguanine-methyltransferase (MGMT) immunohistochemistry in glioblastoma multiforme: observer variability and lack of association with patient survival impede its use as clinical biomarker.	Brain Pathol	2008 Oct
glioma (astrocytoma) AND expression AND MT3[Gene]	18091318	35	MGMT immunohistochemical expression and promoter methylation in human glioblastoma.	Appl Immunohistochem Mol Morphol	2008 Jan
glioma (astrocytoma) AND expression AND MT3[Gene]	10027400	31	Expression and tissue localization of membrane-type 1, 2, and 3 matrix metalloproteinases in human astrocytic tumors.	Am J Pathol	1999 Feb
glioma (astrocytoma) AND expression AND MT3[Gene]	12810672	15	Testican 2 abrogates inhibition of membrane-type matrix metalloproteinases by other testican family proteins.	Cancer Res	2003 Jun 15
glioma (astrocytoma) AND expression AND NECAB2[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND NGLY1[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND NMRK2[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND ORAI1[Gene]	23515871	55	STIM1 and Orai1 mediate CRAC channel activity and are essential for human glioblastoma invasion.	Pflugers Arch	2013 Sep
glioma (astrocytoma) AND expression AND ORAI1[Gene]	18627030	4	Histamine-induced Ca2+ entry in human astrocytoma U373 MG cells: evidence for involvement of store-operated channels.	J Neurosci Res	2008 Nov 15
glioma (astrocytoma) AND expression AND ORAI1[Gene]	30082911	3	Induction of store-operated calcium entry (SOCE) suppresses glioblastoma growth by inhibiting the Hippo pathway transcriptional coactivators YAP/TAZ.	Oncogene	2019 Jan
glioma (astrocytoma) AND expression AND ORAI1[Gene]	25580009	3	Modeled microgravity suppressed invasion and migration of human glioblastoma U87 cells through downregulating store-operated calcium entry.	Biochem Biophys Res Commun	2015 Feb 13
glioma (astrocytoma) AND expression AND ORAI1[Gene]	21945734	26	Calcium entry via ORAI1 regulates glioblastoma cell proliferation and apoptosis.	Exp Mol Pathol	2011 Dec
glioma (astrocytoma) AND expression AND OSBP2[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND OSTM1[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND OTX2[Gene]	1	45	CpG island hypermethylation in human astrocytomas.	Cancer Res	2010 Apr 1
glioma (astrocytoma) AND expression AND PAX6[Gene]	17318412	7	PAX6 increases glioma cell susceptibility to detachment and oxidative stress.	J Neurooncol	2007 Aug
glioma (astrocytoma) AND expression AND PAX6[Gene]	19215724	64	An efficient method for derivation and propagation of glioblastoma cell lines that conserves the molecular profile of their original tumours.	J Neurosci Methods	2009 Jan 30
glioma (astrocytoma) AND expression AND PAX6[Gene]	12960124	56	The expression of PAX6, PTEN, vascular endothelial growth factor, and epidermal growth factor receptor in gliomas: relationship to tumor grade and survival.	Clin Cancer Res	2003 Aug 15
glioma (astrocytoma) AND expression AND PAX6[Gene]	20233874	45	CpG island hypermethylation in human astrocytomas.	Cancer Res	2010 Apr 1
glioma (astrocytoma) AND expression AND PAX6[Gene]	27863244	44	Epigenetic Activation of WNT5A Drives Glioblastoma Stem Cell Differentiation and Invasive Growth.	Cell	2016 Nov 17
glioma (astrocytoma) AND expression AND PAX6[Gene]	23034333	43	MicroRNA-10b pleiotropically regulates invasion, angiogenicity and apoptosis of tumor cells resembling mesenchymal subtype of glioblastoma multiforme.	Cell Death Dis	2012 Oct 4
glioma (astrocytoma) AND expression AND PAX6[Gene]	17047041	38	PAX6 suppresses the invasiveness of glioblastoma cells and the expression of the matrix metalloproteinase-2 gene.	Cancer Res	2006 Oct 15
glioma (astrocytoma) AND expression AND PAX6[Gene]	15735909	31	PAX6 suppresses growth of human glioblastoma cells.	J Neurooncol	2005 Feb
glioma (astrocytoma) AND expression AND PAX6[Gene]	29716531	3	Generation of a PAX6 knockout glioblastoma cell line with changes in cell cycle distribution and sensitivity to oxidative stress.	BMC Cancer	2018 May 2
glioma (astrocytoma) AND expression AND PAX6[Gene]	28035389	3	Role of miR-223/paired box 6 signaling in temozolomide chemoresistance in glioblastoma multiforme cells.	Mol Med Rep	2017 Feb
glioma (astrocytoma) AND expression AND PAX6[Gene]	21059263	21	Regulation of sonic hedgehog-GLI1 downstream target genes PTCH1, Cyclin D2, Plakoglobin, PAX6 and NKX2.2 and their epigenetic status in medulloblastoma and astrocytoma.	BMC Cancer	2010 Nov 8
glioma (astrocytoma) AND expression AND PAX6[Gene]	16212813	19	Modeling prognosis for patients with malignant astrocytic gliomas: quantifying the expression of multiple genetic markers and clinical variables.	Neuro Oncol	2005 Oct
glioma (astrocytoma) AND expression AND PAX6[Gene]	23970099	16	microRNA-223 promotes the growth and invasion of glioblastoma cells by targeting tumor suppressor PAX6.	Oncol Rep	2013 Nov
glioma (astrocytoma) AND expression AND PCLO[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND PCP4[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND PCSK9[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND PDE4DIP[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND PDZD11[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND PET117[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND PFKFB2[Gene]	1	10	Long non-coding RNA UCA1/miR-182/PFKFB2 axis modulates glioblastoma-associated stromal cells-mediated glycolysis and invasion of glioma cells.	Biochem Biophys Res Commun	2018 Jun 7
glioma (astrocytoma) AND expression AND PIEZO2[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND PIK3R3[Gene]	1	48	Identification of IGF2 signaling through phosphoinositide-3-kinase regulatory subunit 3 as a growth-promoting axis in glioblastoma.	Proc Natl Acad Sci U S A	2007 Feb 27
glioma (astrocytoma) AND expression AND PQBP1[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND PQLC2[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND PSMC2[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND RAB29[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND RIT1[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND RITA1[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND RP11-295K3.1[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND RP11-386I14.4[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND RRAGC[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND RTCA[Gene]	NA	NA	NA	NA	NA
