query_text	PMid	pmcrefcount	title	source	pubdate
glioma (astrocytoma) AND CD163[Gene]	30377570		Effects of tumor grade and dexamethasone on myeloid cells in patients with glioma.	Oncoimmunology	2018
glioma (astrocytoma) AND CD163[Gene]	30299157		Distribution of tumor-infiltrating immune cells in glioblastoma.	CNS Oncol	2018 Dec 1
glioma (astrocytoma) AND CD163[Gene]	30258108		CD163, a novel therapeutic target, regulates the proliferation and stemness of glioma cells via casein kinase 2.	Oncogene	2019 Feb
glioma (astrocytoma) AND CD163[Gene]	30222900		Granular cell astrocytoma: an aggressive IDH-wildtype diffuse glioma with molecular genetic features of primary glioblastoma.	Brain Pathol	2019 Mar
glioma (astrocytoma) AND CD163[Gene]	30165233		Difference in Immunosuppressive Cells Between Peritumoral Area and Tumor Core in Glioblastoma.	World Neurosurg	2018 Dec
glioma (astrocytoma) AND CD163[Gene]	28965162		Germline polymorphisms in myeloid-associated genes are not associated with survival in glioma patients.	J Neurooncol	2018 Jan
glioma (astrocytoma) AND DDIT3[Gene]	19724676	8	Killing of cancer cells by the photoactivatable protein kinase C inhibitor, calphostin C, involves induction of endoplasmic reticulum stress.	Neoplasia	2009 Sep
glioma (astrocytoma) AND DDIT3[Gene]	27852055	6	Isochaihulactone-induced DDIT3 causes ER stress-PERK independent apoptosis in glioblastoma multiforme cells.	Oncotarget	2017 Jan 17
glioma (astrocytoma) AND DDIT3[Gene]	27468826	6	Molecular and cellular effects of a novel hydroxamate-based HDAC inhibitor - belinostat - in glioblastoma cell lines: a preliminary report.	Invest New Drugs	2016 Oct
glioma (astrocytoma) AND DDIT3[Gene]	26959625	6	Ellagic acid inhibits proliferation and induces apoptosis in human glioblastoma cells.	Acta Cir Bras	2016 Feb
glioma (astrocytoma) AND DDIT3[Gene]	29371697	5	RNF138-mediated ubiquitination of rpS3 is required for resistance of glioblastoma cells to radiation-induced apoptosis.	Exp Mol Med	2018 Jan 26
glioma (astrocytoma) AND DDIT3[Gene]	26781422	5	Benzyl isothiocyanate alters the gene expression with cell cycle regulation and cell death in human brain glioblastoma GBM 8401 cells.	Oncol Rep	2016 Apr
glioma (astrocytoma) AND DDIT3[Gene]	25982477	5	Down-regulation of 14-3-3β exerts anti-cancer effects through inducing ER stress in human glioma U87 cells: Involvement of CHOP-Wnt pathway.	Biochem Biophys Res Commun	2015 Jul 10
glioma (astrocytoma) AND DDIT3[Gene]	25434381	27	Chloroquine enhances temozolomide cytotoxicity in malignant gliomas by blocking autophagy.	Neurosurg Focus	2014 Dec
glioma (astrocytoma) AND DDIT3[Gene]	19549908	23	A ruthenium-containing organometallic compound reduces tumor growth through induction of the endoplasmic reticulum stress gene CHOP.	Cancer Res	2009 Jul 1
glioma (astrocytoma) AND DDIT3[Gene]	21697087	22	Modulation of CCAAT/enhancer binding protein homologous protein (CHOP)-dependent DR5 expression by nelfinavir sensitizes glioblastoma multiforme cells to tumor necrosis factor-related apoptosis-inducing ligand (TRAIL).	J Biol Chem	2011 Aug 19
glioma (astrocytoma) AND DDIT3[Gene]	18407735	2	Translational research in glioblastoma multiforme: molecular criteria for patient selection.	Future Oncol	2008 Apr
glioma (astrocytoma) AND DDIT3[Gene]	25531448	14	PARP inhibition restores extrinsic apoptotic sensitivity in glioblastoma.	PLoS One	2014
glioma (astrocytoma) AND DDIT3[Gene]	21827581	10	Downregulation of GRIM-19 promotes growth and migration of human glioma cells.	Cancer Sci	2011 Nov
glioma (astrocytoma) AND DDIT3[Gene]	30359578	1	C-27-carboxylated oleanane triterpenoids up-regulate TRAIL DISC assembly via p38 MAPK and CHOP-mediated DR5 expression in human glioblastoma cells.	Biochem Pharmacol	2018 Dec
glioma (astrocytoma) AND DDIT3[Gene]	29695906	1	Silica nanoparticle-induced oxidative stress and mitochondrial damage is followed by activation of intrinsic apoptosis pathway in glioblastoma cells.	Int J Nanomedicine	2018
glioma (astrocytoma) AND DDIT3[Gene]	22940226	1	The effect of guggulipid and nimesulide on MPTP-induced mediators of neuroinflammation in rat astrocytoma cells, C6.	Chem Biol Interact	2012 Dec 5
glioma (astrocytoma) AND DDIT3[Gene]	29749548		Tumour cell dormancy as a contributor to the reduced survival of GBM patients who received standard therapy.	Oncol Rep	2018 Jul
glioma (astrocytoma) AND DDIT3[Gene]	27665771		The sarin-like organophosphorus agent bis(isopropyl methyl)phosphonate induces ER stress in human astrocytoma cells.	J Toxicol Sci	2016
glioma (astrocytoma) AND DDIT3[Gene]	21461920		Guggulipid and nimesulide differentially regulated inflammatory genes mRNA expressions via inhibition of NF-kB and CHOP activation in LPS-stimulated rat astrocytoma cells, C6.	Cell Mol Neurobiol	2011 Jul
glioma (astrocytoma) AND DDIT3[Gene]	21109939		HARPΔ111-136 enhances radiation-induced apoptosis of U87MG glioblastoma by induction of the proapoptotic protein CHOP.	Int J Oncol	2011 Jan
glioma (astrocytoma) AND DLD[Gene]	12193050	7	Three vasoactive peptides, endothelin-1, adrenomedullin and urotensin-II, in human tumour cell lines of different origin: expression and effects on proliferation.	Clin Sci (Lond)	2002 Aug
glioma (astrocytoma) AND DLD[Gene]	15491978	11	Protein kinase C activation promotes the internalization of the human cationic amino acid transporter hCAT-1. A new regulatory mechanism for hCAT-1 activity.	J Biol Chem	2004 Dec 24
glioma (astrocytoma) AND GNS[Gene]	23512659	62	Widespread resetting of DNA methylation in glioblastoma-initiating cells suppresses malignant cellular behavior in a lineage-dependent manner.	Genes Dev	2013 Mar 15
glioma (astrocytoma) AND GNS[Gene]	19856144	6	Hepatocyte growth factor in cerebrospinal fluid is associated with mortality and recurrence of glioblastoma, and could be of prognostic value.	J Neurooncol	2010 May
glioma (astrocytoma) AND GNS[Gene]	27870168	4	Proteome and Secretome Characterization of Glioblastoma-Derived Neural Stem Cells.	Stem Cells	2017 Apr
glioma (astrocytoma) AND GNS[Gene]	21992793	37	Targeting radiation-induced G(2) checkpoint activation with the Wee-1 inhibitor MK-1775 in glioblastoma cell lines.	Mol Cancer Ther	2011 Dec
glioma (astrocytoma) AND GNS[Gene]	27300435	35	Inhibition of Dopamine Receptor D4 Impedes Autophagic Flux, Proliferation, and Survival of Glioblastoma Stem Cells.	Cancer Cell	2016 Jun 13
glioma (astrocytoma) AND GNS[Gene]	18088600	29	S1P(2) receptors mediate inhibition of glioma cell migration through Rho signaling pathways independent of PTEN.	Biochem Biophys Res Commun	2008 Feb 22
glioma (astrocytoma) AND GNS[Gene]	24204733	18	A high-content small molecule screen identifies sensitivity of glioblastoma stem cells to inhibition of polo-like kinase 1.	PLoS One	2013
glioma (astrocytoma) AND GSTM5[Gene]	1	65	DNA methylation in glioblastoma: impact on gene expression and clinical outcome.	BMC Genomics	2010 Dec 14
glioma (astrocytoma) AND IL13RA2[Gene]	17960622	55	Maternal embryonic leucine zipper kinase transcript abundance correlates with malignancy grade in human astrocytomas.	Int J Cancer	2008 Feb 15
glioma (astrocytoma) AND IL13RA2[Gene]	29168083	4	Analysis of the cancer genome atlas (TCGA) database identifies an inverse relationship between interleukin-13 receptor α1 and α2 gene expression and poor prognosis and drug resistance in subjects with glioblastoma multiforme.	J Neurooncol	2018 Feb
glioma (astrocytoma) AND IL13RA2[Gene]	28562337	4	IL13RA2 targeted alpha particle therapy against glioblastomas.	Oncotarget	2017 Jun 27
glioma (astrocytoma) AND LYVE1[Gene]	1	19	Expression and localization of VEGF-C and VEGFR-3 in glioblastomas and haemangioblastomas.	J Pathol	2006 May
glioma (astrocytoma) AND MT3[Gene]	26493598	8	High metallothionein predicts poor survival in glioblastoma multiforme.	BMC Med Genomics	2015 Oct 22
glioma (astrocytoma) AND MT3[Gene]	22555517	6	Arsenic trioxide (ATO) influences the gene expression of metallothioneins in human glioblastoma cells.	Biol Trace Elem Res	2012 Dec
glioma (astrocytoma) AND MT3[Gene]	18400046	53	Anti-O6-methylguanine-methyltransferase (MGMT) immunohistochemistry in glioblastoma multiforme: observer variability and lack of association with patient survival impede its use as clinical biomarker.	Brain Pathol	2008 Oct
glioma (astrocytoma) AND MT3[Gene]	18091318	35	MGMT immunohistochemical expression and promoter methylation in human glioblastoma.	Appl Immunohistochem Mol Morphol	2008 Jan
glioma (astrocytoma) AND MT3[Gene]	10027400	31	Expression and tissue localization of membrane-type 1, 2, and 3 matrix metalloproteinases in human astrocytic tumors.	Am J Pathol	1999 Feb
glioma (astrocytoma) AND MT3[Gene]	12810672	15	Testican 2 abrogates inhibition of membrane-type matrix metalloproteinases by other testican family proteins.	Cancer Res	2003 Jun 15
glioma (astrocytoma) AND ORAI1[Gene]	23515871	55	STIM1 and Orai1 mediate CRAC channel activity and are essential for human glioblastoma invasion.	Pflugers Arch	2013 Sep
glioma (astrocytoma) AND ORAI1[Gene]	18627030	4	Histamine-induced Ca2+ entry in human astrocytoma U373 MG cells: evidence for involvement of store-operated channels.	J Neurosci Res	2008 Nov 15
glioma (astrocytoma) AND ORAI1[Gene]	30082911	3	Induction of store-operated calcium entry (SOCE) suppresses glioblastoma growth by inhibiting the Hippo pathway transcriptional coactivators YAP/TAZ.	Oncogene	2019 Jan
glioma (astrocytoma) AND ORAI1[Gene]	25580009	3	Modeled microgravity suppressed invasion and migration of human glioblastoma U87 cells through downregulating store-operated calcium entry.	Biochem Biophys Res Commun	2015 Feb 13
glioma (astrocytoma) AND ORAI1[Gene]	21945734	26	Calcium entry via ORAI1 regulates glioblastoma cell proliferation and apoptosis.	Exp Mol Pathol	2011 Dec
glioma (astrocytoma) AND OTX2[Gene]	20233874	45	CpG island hypermethylation in human astrocytomas.	Cancer Res	2010 Apr 1
glioma (astrocytoma) AND OTX2[Gene]	25211508	16	Pediatric brain tumor cell lines.	J Cell Biochem	2015 Feb
glioma (astrocytoma) AND PAX6[Gene]	17318412	7	PAX6 increases glioma cell susceptibility to detachment and oxidative stress.	J Neurooncol	2007 Aug
glioma (astrocytoma) AND PAX6[Gene]	19215724	64	An efficient method for derivation and propagation of glioblastoma cell lines that conserves the molecular profile of their original tumours.	J Neurosci Methods	2009 Jan 30
glioma (astrocytoma) AND PAX6[Gene]	12960124	56	The expression of PAX6, PTEN, vascular endothelial growth factor, and epidermal growth factor receptor in gliomas: relationship to tumor grade and survival.	Clin Cancer Res	2003 Aug 15
glioma (astrocytoma) AND PAX6[Gene]	20233874	45	CpG island hypermethylation in human astrocytomas.	Cancer Res	2010 Apr 1
glioma (astrocytoma) AND PAX6[Gene]	27863244	44	Epigenetic Activation of WNT5A Drives Glioblastoma Stem Cell Differentiation and Invasive Growth.	Cell	2016 Nov 17
glioma (astrocytoma) AND PAX6[Gene]	23034333	43	MicroRNA-10b pleiotropically regulates invasion, angiogenicity and apoptosis of tumor cells resembling mesenchymal subtype of glioblastoma multiforme.	Cell Death Dis	2012 Oct 4
glioma (astrocytoma) AND PAX6[Gene]	18273794	4	Mutation analysis of gene PAX6 in human gliomas.	Genet Mol Res	2007 Oct 5
glioma (astrocytoma) AND PAX6[Gene]	17047041	38	PAX6 suppresses the invasiveness of glioblastoma cells and the expression of the matrix metalloproteinase-2 gene.	Cancer Res	2006 Oct 15
glioma (astrocytoma) AND PAX6[Gene]	15735909	31	PAX6 suppresses growth of human glioblastoma cells.	J Neurooncol	2005 Feb
glioma (astrocytoma) AND PAX6[Gene]	29716531	3	Generation of a PAX6 knockout glioblastoma cell line with changes in cell cycle distribution and sensitivity to oxidative stress.	BMC Cancer	2018 May 2
glioma (astrocytoma) AND PAX6[Gene]	28332226	3	MiR-223/PAX6 Axis Regulates Glioblastoma Stem Cell Proliferation and the Chemo Resistance to TMZ via Regulating PI3K/Akt Pathway.	J Cell Biochem	2017 Oct
glioma (astrocytoma) AND PAX6[Gene]	28035389	3	Role of miR-223/paired box 6 signaling in temozolomide chemoresistance in glioblastoma multiforme cells.	Mol Med Rep	2017 Feb
glioma (astrocytoma) AND PAX6[Gene]	21059263	21	Regulation of sonic hedgehog-GLI1 downstream target genes PTCH1, Cyclin D2, Plakoglobin, PAX6 and NKX2.2 and their epigenetic status in medulloblastoma and astrocytoma.	BMC Cancer	2010 Nov 8
glioma (astrocytoma) AND PAX6[Gene]	16212813	19	Modeling prognosis for patients with malignant astrocytic gliomas: quantifying the expression of multiple genetic markers and clinical variables.	Neuro Oncol	2005 Oct
glioma (astrocytoma) AND PAX6[Gene]	23970099	16	microRNA-223 promotes the growth and invasion of glioblastoma cells by targeting tumor suppressor PAX6.	Oncol Rep	2013 Nov
glioma (astrocytoma) AND PAX6[Gene]	20500513		Giant subependymoma developed in a patient with aniridia: analyses of PAX6 and tumor-relevant genes.	Brain Pathol	2010 Nov
glioma (astrocytoma) AND PFKFB2[Gene]	1	10	Long non-coding RNA UCA1/miR-182/PFKFB2 axis modulates glioblastoma-associated stromal cells-mediated glycolysis and invasion of glioma cells.	Biochem Biophys Res Commun	2018 Jun 7
glioma (astrocytoma) AND PIK3R3[Gene]	1	48	Identification of IGF2 signaling through phosphoinositide-3-kinase regulatory subunit 3 as a growth-promoting axis in glioblastoma.	Proc Natl Acad Sci U S A	2007 Feb 27
glioma (astrocytoma) AND SDCBP[Gene]	24305713	19	MDA-9/syntenin is a key regulator of glioma pathogenesis.	Neuro Oncol	2014 Jan
glioma (astrocytoma) AND SDCBP[Gene]	28011764	12	Inhibition of radiation-induced glioblastoma invasion by genetic and pharmacological targeting of MDA-9/Syntenin.	Proc Natl Acad Sci U S A	2017 Jan 10
glioma (astrocytoma) AND SDCBP[Gene]	29944105		miR-135a-5p and miR-124-3p Inhibit Malignancy of Glioblastoma by Downregulation of Syndecan Binding Protein.	J Biomed Nanotechnol	2018 Jul 1
glioma (astrocytoma) AND SDHB[Gene]	23842546	49	Landscape of the mitochondrial Hsp90 metabolome in tumours.	Nat Commun	2013
glioma (astrocytoma) AND SDHB[Gene]	23707781	159	SDH mutations establish a hypermethylator phenotype in paraganglioma.	Cancer Cell	2013 Jun 10
glioma (astrocytoma) AND SOAT1[Gene]	1	26	Inhibition of SOAT1 Suppresses Glioblastoma Growth via Blocking SREBP-1-Mediated Lipogenesis.	Clin Cancer Res	2016 Nov 1
glioma (astrocytoma) AND SQSTM1[Gene]	22525272	69	The autophagy-associated factors DRAM1 and p62 regulate cell migration and invasion in glioblastoma stem cells.	Oncogene	2013 Feb 7
glioma (astrocytoma) AND SQSTM1[Gene]	26046590	6	Parkinsonian toxin-induced oxidative stress inhibits basal autophagy in astrocytes via NQO2/quinone oxidoreductase 2: Implications for neuroprotection.	Autophagy	2015
glioma (astrocytoma) AND SQSTM1[Gene]	23962875	32	Suberoylanilide hydroxamic acid (SAHA) causes tumor growth slowdown and triggers autophagy in glioblastoma stem cells.	Autophagy	2013 Oct
glioma (astrocytoma) AND SQSTM1[Gene]	29313411	3	Inhibition of WNT-CTNNB1 signaling upregulates SQSTM1 and sensitizes glioblastoma cells to autophagy blockers.	Autophagy	2018
glioma (astrocytoma) AND SQSTM1[Gene]	27337297	20	Cocaine induces astrocytosis through ER stress-mediated activation of autophagy.	Autophagy	2016 Aug 2
glioma (astrocytoma) AND SQSTM1[Gene]	11786419	170	p62 Is a common component of cytoplasmic inclusions in protein aggregation diseases.	Am J Pathol	2002 Jan
glioma (astrocytoma) AND SQSTM1[Gene]	25482944	16	Autophagy and lysosomal related protein expression patterns in human glioblastoma.	Cancer Biol Ther	2014
glioma (astrocytoma) AND SQSTM1[Gene]	24434817	11	Glutathione transferase mu 2 protects glioblastoma cells against aminochrome toxicity by preventing autophagy and lysosome dysfunction.	Autophagy	2014 Apr
glioma (astrocytoma) AND SQSTM1[Gene]	29306018	1	Aldehyde dehydrogenase 1A3 (ALDH1A3) is regulated by autophagy in human glioblastoma cells.	Cancer Lett	2018 Mar 28
glioma (astrocytoma) AND TRPM3[Gene]	25140002	20	Clemizole hydrochloride is a novel and potent inhibitor of transient receptor potential channel TRPC5.	Mol Pharmacol	2014 Nov
glioma (astrocytoma) AND TRPM3[Gene]	26088448	16	Gene expressions of TRP channels in glioblastoma multiforme and relation with survival.	Tumour Biol	2015 Dec
glioma (astrocytoma) AND TTR[Gene]	17518510	9	Pharmacokinetics of taurolidine following repeated intravenous infusions measured by HPLC-ESI-MS/MS of the derivatives taurultame and taurinamide in glioblastoma patients.	Clin Pharmacokinet	2007
glioma (astrocytoma) AND TTR[Gene]	10869517	5	Receptor-mediated endocytosis of transthyretin by ependymoma cells.	Brain Res	2000 Jul 7
glioma (astrocytoma) AND TTR[Gene]	27344556	3	Prognostic value of the extent of resection in supratentorial WHO grade II astrocytomas stratified for IDH1 mutation status: a single-center volumetric analysis.	J Neurooncol	2016 Sep
glioma (astrocytoma) AND TTR[Gene]	2172276	3	Transthyretin receptors on human astrocytoma cells.	J Clin Endocrinol Metab	1990 Nov
glioma (astrocytoma) AND TTR[Gene]	26188054	2	Mitosin and pHH3 predict poorer survival in astrocytomas WHO grades II and III.	J Clin Pathol	2016 Jan
glioma (astrocytoma) AND TTR[Gene]	21153680	16	Transformation of low grade glioma and correlation with outcome: an NCCTG database analysis.	J Neurooncol	2011 Aug
glioma (astrocytoma) AND TTR[Gene]	25536613		Factors predicting recurrence in patients with grade III glial tumors: impact of adjuvant temozolomide on recurrence.	J BUON	2014 Oct-Dec
glioma (astrocytoma) AND TTR[Gene]	25502962		Involvement of the neural stem cell compartment by pediatric and adult gliomas: a retrospective review of 377 cases.	J Neurooncol	2015 Mar
glioma (astrocytoma) AND TYR[Gene]	22177802	9	uPA and uPAR shRNA inhibit angiogenesis via enhanced secretion of SVEGFR1 independent of GM-CSF but dependent on TIMP-1 in endothelial and glioblastoma cells.	Mol Oncol	2012 Feb
glioma (astrocytoma) AND TYR[Gene]	20190395	9	Effect of multimerization of a linear Arg-Gly-Asp peptide on integrin binding affinity and specificity.	Biol Pharm Bull	2010
glioma (astrocytoma) AND TYR[Gene]	26410343	8	Olive oil compounds inhibit the paracrine regulation of TNF-α-induced endothelial cell migration through reduced glioblastoma cell cyclooxygenase-2 expression.	J Nutr Biochem	2016 Jan
glioma (astrocytoma) AND TYR[Gene]	24762811	6	A crucial role for DOK1 in PDGF-BB-stimulated glioma cell invasion through p130Cas and Rap1 signalling.	J Cell Sci	2014 Jun 15
glioma (astrocytoma) AND TYR[Gene]	21933022	5	Transcriptional repression of Mad-Max complex by human umbilical cord blood stem cells downregulates extracellular signal-regulated kinase in glioblastoma.	Stem Cells Dev	2012 Jul 1
glioma (astrocytoma) AND TYR[Gene]	20162575	5	The effect of GHRH antagonists on human glioblastomas and their mechanism of action.	Int J Cancer	2010 Nov 15
glioma (astrocytoma) AND TYR[Gene]	18234969	41	Transcription-dependent epidermal growth factor receptor activation by hepatocyte growth factor.	Mol Cancer Res	2008 Jan
glioma (astrocytoma) AND TYR[Gene]	19477125	4	[(68)Ga]Ga-DO(2)A-(OBu-l-tyr)(2): synthesis, (68)Ga-radiolabeling and in vitro studies of a novel (68)Ga-DO(2)A-tyrosine conjugate as potential tumor tracer for PET.	Bioorg Med Chem Lett	2009 Jul 1
glioma (astrocytoma) AND TYR[Gene]	21127066	32	Transactivation of the epidermal growth factor receptor by heat shock protein 90 via Toll-like receptor 4 contributes to the migration of glioblastoma cells.	J Biol Chem	2011 Feb 4
glioma (astrocytoma) AND TYR[Gene]	21896743	28	Crosstalk between the urokinase-type plasminogen activator receptor and EGF receptor variant III supports survival and growth of glioblastoma cells.	Proc Natl Acad Sci U S A	2011 Sep 20
glioma (astrocytoma) AND TYR[Gene]	20470863	26	Sorafenib exerts anti-glioma activity in vitro and in vivo.	Neurosci Lett	2010 Jul 12
glioma (astrocytoma) AND TYR[Gene]	24747440	24	Profilin-1 phosphorylation directs angiocrine expression and glioblastoma progression through HIF-1α accumulation.	Nat Cell Biol	2014 May
glioma (astrocytoma) AND TYR[Gene]	25487552	2	Synthesis and evaluation of a new bifunctional NETA chelate for molecular targeted radiotherapy using(90)Y or(177)Lu.	Nucl Med Biol	2015 Mar
glioma (astrocytoma) AND TYR[Gene]	25347738	13	Neutralizing the EGF receptor in glioblastoma cells stimulates cell migration by activating uPAR-initiated cell signaling.	Oncogene	2015 Jul 30
glioma (astrocytoma) AND TYR[Gene]	24632723	11	SHP-2 binds to caveolin-1 and regulates Src activity via competitive inhibition of CSK in response to H2O2 in astrocytes.	PLoS One	2014
glioma (astrocytoma) AND TYR[Gene]	23007395	10	Tyrosine phosphorylation of the p21 cyclin-dependent kinase inhibitor facilitates the development of proneural glioma.	J Biol Chem	2012 Nov 9
glioma (astrocytoma) AND TYR[Gene]	28316028	1	Improved positron emission tomography imaging of glioblastoma cancer using novel &lt;sup&gt;68&lt;/sup&gt;Ga-labeled peptides targeting the urokinase-type plasminogen activator receptor (uPAR).	Amino Acids	2017 Jun
glioma (astrocytoma) AND TYR[Gene]	27457521	1	L-Tyrosine Confers Residualizing Properties to a d-Amino Acid-Rich Residualizing Peptide for Radioiodination of Internalizing Antibodies.	Mol Imaging	2016
glioma (astrocytoma) AND TYR[Gene]	24821382	1	Activation of STAT5 contributes to proliferation in U87 human glioblastoma multiforme cells.	Mol Med Rep	2014 Jul
glioma (astrocytoma) AND TYR[Gene]	19559020	1	A reduction of epidermal growth factor receptor is involved in brefelamide-induced inhibition of phosphorylation of ERK in human astrocytoma cells.	Eur J Pharmacol	2009 Aug 15
glioma (astrocytoma) AND TYRP1[Gene]	9176405	26	Molecular detection of tumor-associated antigens shared by human cutaneous melanomas and gliomas.	Am J Pathol	1997 Jun
glioma (astrocytoma) AND TYRP1[Gene]	17409412	15	Effect of human skin-derived stem cells on vessel architecture, tumor growth, and tumor invasion in brain tumor animal models.	Cancer Res	2007 Apr 1
glioma (astrocytoma) AND UROS[Gene]	1	4	Impact of somatic copy number alterations on the glioblastoma miRNome: miR-4484 is a genomically deleted tumour suppressor.	Mol Oncol	2017 Aug
glioma (astrocytoma) AND VSIG4[Gene]	1	1	Let-7g-5p inhibits epithelial-mesenchymal transition consistent with reduction of glioma stem cell phenotypes by targeting VSIG4 in glioblastoma.	Oncol Rep	2016 Nov
medulloblastoma AND ABCC8[Gene]	1		Sulfonylurea receptor 1 expression is variable in adult and pediatric brain tumors.	Clin Neuropathol	2018 Sep/Oct
medulloblastoma AND ASXL1[Gene]	28453743	31	Targeted next-generation sequencing of pediatric neuro-oncology patients improves diagnosis, identifies pathogenic germline mutations, and directs targeted therapy.	Neuro Oncol	2017 May 1
medulloblastoma AND ASXL1[Gene]	24710217	107	The landscape of somatic mutations in epigenetic regulators across 1,000 paediatric cancer genomes.	Nat Commun	2014 Apr 8
medulloblastoma AND ATP1A3[Gene]	1	7	Immunohistochemical analyses of alpha1 and alpha3 Na+/K+-ATPase subunit expression in medulloblastomas.	Anticancer Res	2011 Mar
medulloblastoma AND CA4[Gene]	1	3	Smaller hippocampal subfield volumes predict verbal associative memory in pediatric brain tumor survivors.	Hippocampus	2017 Nov
medulloblastoma AND CAD[Gene]	24571835	7	Evaluation of apparent diffusion coefficient thresholds for diagnosis of medulloblastoma using diffusion-weighted imaging.	Neuroradiol J	2014 Feb
medulloblastoma AND CAD[Gene]	23109381	4	A dual neural network ensemble approach for multiclass brain tumor classification.	Int J Numer Method Biomed Eng	2012 Nov
medulloblastoma AND CAD[Gene]	15547199		Metastatic cerebellar medulloblastoma in the liver mimicking a complicated cyst: sonographic and MDCT findings.	AJR Am J Roentgenol	2004 Dec
medulloblastoma AND CADPS[Gene]	1	19	Genome-wide molecular characterization of central nervous system primitive neuroectodermal tumor and pineoblastoma.	Neuro Oncol	2011 Aug
medulloblastoma AND CIZ1[Gene]	1	12	Ciz1, Cip1 interacting zinc finger protein 1 binds the consensus DNA sequence ARYSR(0-2)YYAC.	J Biomed Sci	2003 Jul-Aug
medulloblastoma AND CRMP1[Gene]	28025999	3	miR-200a-3p promotes the proliferation of human esophageal cancer cells by post-transcriptionally regulating cytoplasmic collapsin response mediator protein-1.	Int J Mol Med	2016 Nov
medulloblastoma AND CRMP1[Gene]	26009886	3	CRMP1 Inhibits Proliferation of Medulloblastoma and Is Regulated by HMGA1.	PLoS One	2015
medulloblastoma AND CRX[Gene]	19936203	9	CRX is a diagnostic marker of retinal and pineal lineage tumors.	PLoS One	2009 Nov 20
medulloblastoma AND CRX[Gene]	29533784	6	NRL and CRX Define Photoreceptor Identity and Reveal Subgroup-Specific Dependencies in Medulloblastoma.	Cancer Cell	2018 Mar 12
medulloblastoma AND CRX[Gene]	26397460	3	OTX2 is a therapeutic target for retinoblastoma and may function as a common factor between C-MYC, CRX, and phosphorylated RB pathways.	Int J Oncol	2015 Nov
medulloblastoma AND CRX[Gene]	23235340	2	CRX/OTX3: a useful marker in the differential diagnosis of tumors of the pineal region and indicator of photoreceptor differentiation in medulloblastomas and atypical teratoid rhabdoid tumors.	Appl Immunohistochem Mol Morphol	2013 May
medulloblastoma AND CRX[Gene]	29758594	1	PHOX2B is a reliable immunomarker in distinguishing peripheral neuroblastic tumours from CNS embryonal tumours.	Histopathology	2018 Sep
medulloblastoma AND DNMT3A[Gene]	29861161	8	MLL4 Is Required to Maintain Broad H3K4me3 Peaks and Super-Enhancers at Tumor Suppressor Genes.	Mol Cell	2018 Jun 7
medulloblastoma AND DNMT3A[Gene]	25621113	20	Epigenetic therapy of cancer stem and progenitor cells by targeting DNA methylation machineries.	World J Stem Cells	2015 Jan 26
medulloblastoma AND DNMT3A[Gene]	27543768	1	High expression of DNA methyltransferases in primary human medulloblastoma.	Folia Neuropathol	2016
medulloblastoma AND DNMT3A[Gene]	31066180		The first case report of medulloblastoma associated with Tatton-Brown-Rahman syndrome.	Am J Med Genet A	2019 Jul
medulloblastoma AND EPHA8[Gene]	1	7	EphrinB1 expression is dysregulated and promotes oncogenic signaling in medulloblastoma.	J Neurooncol	2015 Jan
medulloblastoma AND GABRA5[Gene]	24196163	10	α5-GABAA receptors negatively regulate MYC-amplified medulloblastoma growth.	Acta Neuropathol	2014 Apr
medulloblastoma AND GABRA5[Gene]	25286034	1	Could α5-GABA-A receptor activation be used as a target for managing medulloblastomas?	CNS Oncol	2014 Jul
medulloblastoma AND GABRA5[Gene]	30725256		Modulating native GABA&lt;sub&gt;A&lt;/sub&gt; receptors in medulloblastoma with positive allosteric benzodiazepine-derivatives induces cell death.	J Neurooncol	2019 May
medulloblastoma AND GFAP[Gene]	20834221	9	Isolation, enrichment, and maintenance of medulloblastoma stem cells.	J Vis Exp	2010 Sep 1
medulloblastoma AND GFAP[Gene]	20418906	9	Canonical Notch signaling is not required for the growth of Hedgehog pathway-induced medulloblastoma.	Oncogene	2010 Jun 17
medulloblastoma AND GFAP[Gene]	23852537	7	Notch1-induced brain tumor models the sonic hedgehog subgroup of human medulloblastoma.	Cancer Res	2013 Sep 1
medulloblastoma AND GFAP[Gene]	22574128	6	GFAP-Cre-mediated transgenic activation of Bmi1 results in pituitary tumors.	PLoS One	2012
medulloblastoma AND GFAP[Gene]	27769070	4	Characterization of pancreatic glucagon-producing tumors and pituitary gland tumors in transgenic mice overexpressing MYCN in hGFAP-positive cells.	Oncotarget	2016 Nov 15
medulloblastoma AND GFAP[Gene]	25000562	4	Gender effect in experimental models of human medulloblastoma: does the estrogen receptor β signaling play a role?	PLoS One	2014
medulloblastoma AND GFAP[Gene]	23998069	4	The role of immunohistochemistry in the analysis of the spectrum of small round cell tumours at a tertiary care centre.	J Clin Diagn Res	2013 Jul
medulloblastoma AND GFAP[Gene]	28167297	3	Loss of Pin1 Suppresses Hedgehog-Driven Medulloblastoma Tumorigenesis.	Neoplasia	2017 Mar
medulloblastoma AND GFAP[Gene]	23054560	29	HD-MB03 is a novel Group 3 medulloblastoma model demonstrating sensitivity to histone deacetylase inhibitor treatment.	J Neurooncol	2012 Dec
medulloblastoma AND GFAP[Gene]	27917302	2	Characterization of the blood brain barrier in pediatric central nervous system neoplasms.	J Interdiscip Histopathol	2016
