parent_sample	sample_id	gene	is_outlier_in_subset	target_MEND_count	up_outlier_occurances	first_appears	gene_is_true_positive_in_parent_sample	hit_type
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	BHMT2	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	C8orf22	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	CA14	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	CAPN3	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	CCDC28B	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	CCDC51	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	CD163	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	CHCHD3	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	CNIH3	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	COLGALT2	TRUE	40	12	4	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	COPRS	TRUE	40	11	4	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	COQ10A	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	CRYGS	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	CTNS	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	DDIT3	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	DENND1A	TRUE	40	11	4	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	DENND2A	TRUE	40	7	8	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	DHDDS	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	DLD	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	DOK5	TRUE	40	12	4	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	EGFL6	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	FAM45A	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	GDF11	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	GNS	TRUE	40	12	4	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	GPR143	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	GPR162	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	GPR34	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	GSTM5	TRUE	40	6	24	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	IBSP	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	IFITM10	TRUE	40	10	4	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	IFRD1	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	IL13RA2	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	KLHL7	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	LAMTOR5	TRUE	40	12	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	LARP4	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	LONP1	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	LRRC39	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	LSM10	TRUE	40	10	4	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	LYVE1	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	MALSU1	TRUE	40	12	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	MT3	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	NECAB2	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	NGLY1	TRUE	40	12	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	NMRK2	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	ORAI1	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	OSBP2	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	OSTM1	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	OTX2	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	PAX6	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	PCLO	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	PCP4	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	PCSK9	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	PDE4DIP	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	PDZD11	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	PET117	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	PFKFB2	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	PIEZO2	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	PIK3R3	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	PQBP1	FALSE	40	10	1	TRUE	False negative
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	PQLC2	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	PSMC2	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	RAB29	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	RIT1	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	RITA1	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	RP11-295K3.1	TRUE	40	12	4	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	RP11-386I14.4	FALSE	40	9	1	TRUE	False negative
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	RRAGC	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	RTCA	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	RXRG	TRUE	40	12	4	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	SDCBP	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	SDHB	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	SIKE1	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	SLC13A4	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	SLC24A5	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	SLC25A13	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	SLC25A18	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	SNAP29	TRUE	40	12	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	SNTA1	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	SOAT1	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	SSX2IP	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	STAC2	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	STAG3L4	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	TANGO2	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	TMEM106C	TRUE	40	11	8	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	TMEM60	TRUE	40	9	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	TRAPPC2L	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	TRPM3	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	TSPAN10	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	TTR	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	TXNL4A	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	TYR	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	TYRP1	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	UAP1L1	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	UROS	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	VSIG4	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	WBSCR16	FALSE	40	5	4	FALSE	True negative
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	WI2-1896O14.1	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	ZIC1	TRUE	40	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	ZNF106	FALSE	40	6	1	TRUE	False negative
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	ATP5F1	FALSE	40	6	1	FALSE	True negative
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	COA1	TRUE	40	7	4	FALSE	False positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	SQSTM1	FALSE	40	4	8	FALSE	True negative
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	ABCB7	FALSE	40	1	1	FALSE	True negative
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	AC009133.22	FALSE	40	1	1	FALSE	True negative
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	ADAP2	FALSE	40	2	1	FALSE	True negative
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	ATG7	FALSE	40	1	1	FALSE	True negative
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	ATP11C	FALSE	40	1	1	FALSE	True negative
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	ATP5S	FALSE	40	1	1	FALSE	True negative
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	ATP6V1C1	FALSE	40	1	1	FALSE	True negative
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	BCAS2	FALSE	40	1	1	FALSE	True negative
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	BOLA3	FALSE	40	1	1	FALSE	True negative
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	C18orf8	FALSE	40	1	1	FALSE	True negative
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	FPR1	FALSE	40	1	1	FALSE	True negative
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	GPX1P1	FALSE	40	1	1	FALSE	True negative
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	GSR	FALSE	40	1	1	FALSE	True negative
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	GUK1	FALSE	40	1	1	FALSE	True negative
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	IGKV1-39	FALSE	40	2	1	FALSE	True negative
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	KIAA0196	FALSE	40	2	1	FALSE	True negative
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	MOSPD1	FALSE	40	1	1	FALSE	True negative
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	NDUFS2	FALSE	40	1	1	FALSE	True negative
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	PNPT1	FALSE	40	1	1	FALSE	True negative
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	RBBP9	FALSE	40	1	1	FALSE	True negative
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	RP4-616B8.4	FALSE	40	1	1	FALSE	True negative
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	SIGLEC10	FALSE	40	1	1	FALSE	True negative
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	SNORA5A	FALSE	40	1	1	FALSE	True negative
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	SYNJ2BP-COX16	FALSE	40	1	1	FALSE	True negative
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	TMEM126A	FALSE	40	1	1	FALSE	True negative
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	TMEM251	FALSE	40	1	1	FALSE	True negative
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	ZC3HC1	FALSE	40	2	1	FALSE	True negative
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	ZFYVE16	FALSE	40	1	1	FALSE	True negative
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	uc_338	FALSE	40	1	1	FALSE	True negative
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	ABHD4	FALSE	40	1	8	FALSE	True negative
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	AL442127.1	FALSE	40	1	8	FALSE	True negative
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	GBA	FALSE	40	1	8	FALSE	True negative
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	IQSEC2	FALSE	40	3	8	FALSE	True negative
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	SNORA11	FALSE	40	1	8	FALSE	True negative
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	SNORA61	FALSE	40	1	8	FALSE	True negative
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	MKKS	TRUE	40	2	16	FALSE	False positive
TH_Eval_015	TH_Eval_015_est40M_UMEND_seqtk_seed_8596	RNA5SP216	FALSE	40	1	12	FALSE	True negative
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	AC006262.5	TRUE	12	11	4	TRUE	True positive
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	AC066694.1	FALSE	12	9	4	TRUE	False negative
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	ADORA3	TRUE	12	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	AGK	TRUE	12	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	ALOX15	TRUE	12	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	AP1S2	TRUE	12	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	AP5Z1	TRUE	12	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	ATP1A3	TRUE	12	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	ATP5J2	TRUE	12	12	4	TRUE	True positive
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	ATP6V0B	TRUE	12	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	ATP6V0D1	TRUE	12	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	ATP6V1E1	TRUE	12	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	ATP6V1F	TRUE	12	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	BHMT2	TRUE	12	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	C8orf22	TRUE	12	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	CA14	TRUE	12	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	CAPN3	TRUE	12	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	CCDC28B	TRUE	12	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	CCDC51	TRUE	12	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	CD163	TRUE	12	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	CHCHD3	TRUE	12	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	CNIH3	TRUE	12	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	COLGALT2	TRUE	12	12	4	TRUE	True positive
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	COPRS	FALSE	12	11	4	TRUE	False negative
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	COQ10A	TRUE	12	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	CRYGS	TRUE	12	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	CTNS	TRUE	12	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	DDIT3	TRUE	12	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	DENND1A	TRUE	12	11	4	TRUE	True positive
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	DENND2A	FALSE	12	7	8	TRUE	False negative
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	DHDDS	TRUE	12	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	DLD	TRUE	12	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	DOK5	TRUE	12	12	4	TRUE	True positive
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	EGFL6	TRUE	12	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	FAM45A	TRUE	12	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	GDF11	TRUE	12	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	GNS	TRUE	12	12	4	TRUE	True positive
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	GPR143	TRUE	12	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	GPR162	TRUE	12	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	GPR34	TRUE	12	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	GSTM5	FALSE	12	6	24	TRUE	False negative
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	IBSP	TRUE	12	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	IFITM10	FALSE	12	10	4	TRUE	False negative
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	IFRD1	TRUE	12	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	IL13RA2	TRUE	12	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	KLHL7	TRUE	12	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	LAMTOR5	TRUE	12	12	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	LARP4	TRUE	12	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	LONP1	TRUE	12	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	LRRC39	TRUE	12	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	LSM10	FALSE	12	10	4	TRUE	False negative
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	LYVE1	TRUE	12	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	MALSU1	FALSE	12	12	1	TRUE	False negative
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	MT3	TRUE	12	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	NECAB2	TRUE	12	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	NGLY1	TRUE	12	12	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	NMRK2	TRUE	12	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	ORAI1	TRUE	12	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	OSBP2	TRUE	12	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	OSTM1	TRUE	12	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	OTX2	TRUE	12	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	PAX6	TRUE	12	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	PCLO	TRUE	12	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	PCP4	TRUE	12	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	PCSK9	TRUE	12	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	PDE4DIP	TRUE	12	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	PDZD11	TRUE	12	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	PET117	TRUE	12	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	PFKFB2	TRUE	12	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	PIEZO2	TRUE	12	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	PIK3R3	TRUE	12	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	PQBP1	TRUE	12	10	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	PQLC2	TRUE	12	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	PSMC2	TRUE	12	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	RAB29	TRUE	12	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	RIT1	TRUE	12	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	RITA1	TRUE	12	13	1	TRUE	True positive
TH_Eval_015	TH_Eval_015_est12M_UMEND_seqtk_seed_3931	RP11-295K3.1	TRUE	12	12	4	TRUE	True positive
